Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,Latitud - Longitud
2020,Septiembre,Venezuela,862,0,1,,1,"(7.927209,-72.507910)"
2020,Octubre,Venezuela,862,2,2,,4,"(-4.197703,-69.941278)"
2020,Octubre,Venezuela,862,1,0,,1,"(0.814836,-77.662532)"
2020,Octubre,Venezuela,862,0,3,,3,"(1.813928,-78.763924)"
2020,Octubre,Venezuela,862,143,150,,293,"(10.445761,-75.516429)"
2020,Octubre,Venezuela,862,81,104,,185,"(10.886611,-74.776708)"
2020,Octubre,Venezuela,862,6,290,,296,"(11.360009,-72.129330)"
2020,Octubre,Venezuela,862,35,38,,73,"(3.541112,-76.384584)"
2020,Octubre,Venezuela,862,2,1,,3,"(3.866713,-67.927521)"
2020,Octubre,Venezuela,862,3,4,,7,"(4.452882,-75.766298)"
2020,Octubre,Venezuela,862,"1,223","1,238",,"2,461","(4.697144,-74.140516)"
2020,Octubre,Venezuela,862,232,282,,514,"(6.171601,-75.427454)"
2020,Octubre,Venezuela,862,3,1,,4,"(6.185799,-67.483929)"
2020,Octubre,Venezuela,862,0,8,,8,"(6.228046,-77.404104)"
2020,Octubre,Venezuela,862,2,1,,3,"(7.088729,-70.740253)"
2020,Octubre,Venezuela,862,19,23,,42,"(7.818934,-72.453226)"
2020,Noviembre,Venezuela,862,4,0,,4,"(-4.197703,-69.941278)"
2020,Noviembre,Venezuela,862,0,6,,6,"(10.408582,-75.538003)"
2020,Noviembre,Venezuela,862,125,143,,268,"(10.445761,-75.516429)"
2020,Noviembre,Venezuela,862,142,140,,282,"(10.886611,-74.776708)"
2020,Noviembre,Venezuela,862,10,282,,292,"(11.360009,-72.129330)"
2020,Noviembre,Venezuela,862,0,1,,1,"(12.165168,-71.983761)"
2020,Noviembre,Venezuela,862,68,50,,118,"(3.541112,-76.384584)"
2020,Noviembre,Venezuela,862,2,0,,2,"(3.866713,-67.927521)"
2020,Noviembre,Venezuela,862,2,4,,6,"(4.452882,-75.766298)"
2020,Noviembre,Venezuela,862,"2,365","2,323",,"4,688","(4.697144,-74.140516)"
2020,Noviembre,Venezuela,862,6,2,,8,"(4.815061,-75.736532)"
2020,Noviembre,Venezuela,862,268,287,,555,"(6.171601,-75.427454)"
2020,Noviembre,Venezuela,862,1,2,,3,"(6.185799,-67.483929)"
2020,Noviembre,Venezuela,862,2,2,,4,"(7.088729,-70.740253)"
2020,Noviembre,Venezuela,862,12,15,,27,"(7.128456,-73.183637)"
2020,Noviembre,Venezuela,862,26,26,,52,"(7.818934,-72.453226)"
2020,Noviembre,Venezuela,862,30,22,,52,"(7.916725,-72.462544)"
2020,Diciembre,Venezuela,862,2,2,,4,"(-4.197703,-69.941278)"
2020,Diciembre,Venezuela,862,2,0,,2,"(0.814836,-77.662532)"
2020,Diciembre,Venezuela,862,0,11,,11,"(10.408582,-75.538003)"
2020,Diciembre,Venezuela,862,218,247,,465,"(10.445761,-75.516429)"
2020,Diciembre,Venezuela,862,260,307,,567,"(10.886611,-74.776708)"
2020,Diciembre,Venezuela,862,3,3,,6,"(10.971302,-74.765397)"
2020,Diciembre,Venezuela,862,0,1,,1,"(11.117806,-74.232622)"
2020,Diciembre,Venezuela,862,0,2,,2,"(11.247723,-74.213989)"
2020,Diciembre,Venezuela,862,28,235,,263,"(11.360009,-72.129330)"
2020,Diciembre,Venezuela,862,0,1,,1,"(12.165168,-71.983761)"
2020,Diciembre,Venezuela,862,87,94,,181,"(3.541112,-76.384584)"
2020,Diciembre,Venezuela,862,6,7,,13,"(3.866713,-67.927521)"
2020,Diciembre,Venezuela,862,2,3,,5,"(4.452882,-75.766298)"
2020,Diciembre,Venezuela,862,"4,118","4,393",,"8,511","(4.697144,-74.140516)"
2020,Diciembre,Venezuela,862,5,8,,13,"(4.815061,-75.736532)"
2020,Diciembre,Venezuela,862,312,313,,625,"(6.171601,-75.427454)"
2020,Diciembre,Venezuela,862,12,6,,18,"(6.185799,-67.483929)"
2020,Diciembre,Venezuela,862,0,2,,2,"(7.088729,-70.740253)"
2020,Diciembre,Venezuela,862,26,26,,52,"(7.128456,-73.183637)"
2020,Diciembre,Venezuela,862,79,74,,153,"(7.818934,-72.453226)"
2021,Enero,Venezuela,862,0,2,,2,"(-4.197703,-69.941278)"
2021,Enero,Venezuela,862,0,7,,7,"(10.408582,-75.538003)"
2021,Enero,Venezuela,862,110,144,,254,"(10.445761,-75.516429)"
2021,Enero,Venezuela,862,249,210,,460,"(10.886611,-74.776708)"
2021,Enero,Venezuela,862,2,0,,2,"(10.971302,-74.765397)"
2021,Enero,Venezuela,862,0,1,,1,"(11.117806,-74.232622)"
2021,Enero,Venezuela,862,0,7,,7,"(11.247723,-74.213989)"
2021,Enero,Venezuela,862,8,186,,194,"(11.360009,-72.129330)"
2021,Enero,Venezuela,862,64,61,,125,"(3.541112,-76.384584)"
2021,Enero,Venezuela,862,6,2,,8,"(3.866713,-67.927521)"
2021,Enero,Venezuela,862,4,2,,6,"(4.452882,-75.766298)"
2021,Enero,Venezuela,862,"2,997","2,834",,"5,831","(4.697144,-74.140516)"
2021,Enero,Venezuela,862,6,5,,11,"(4.815061,-75.736532)"
2021,Enero,Venezuela,862,294,287,,581,"(6.171601,-75.427454)"
2021,Enero,Venezuela,862,4,5,,9,"(6.185799,-67.483929)"
2021,Enero,Venezuela,862,0,4,,4,"(6.228046,-77.404104)"
2021,Enero,Venezuela,862,2,4,,6,"(7.088729,-70.740253)"
2021,Enero,Venezuela,862,38,20,,58,"(7.128456,-73.183637)"
2021,Enero,Venezuela,862,64,48,,112,"(7.818934,-72.453226)"
2021,Enero,Venezuela,862,1,2,,3,"(7.916725,-72.462544)"
2021,Enero,Venezuela,862,2,1,,3,"(7.927209,-72.507910)"
2021,Febrero,Venezuela,862,1,0,,1,"(-4.197703,-69.941278)"
2021,Febrero,Venezuela,862,0,1,,1,"(0.814836,-77.662532)"
2021,Febrero,Venezuela,862,0,45,,45,"(1.813928,-78.763924)"
2021,Febrero,Venezuela,862,125,92,,217,"(10.445761,-75.516429)"
2021,Febrero,Venezuela,862,177,190,,367,"(10.886611,-74.776708)"
2021,Febrero,Venezuela,862,0,6,,6,"(10.971302,-74.765397)"
2021,Febrero,Venezuela,862,0,1,,1,"(11.117806,-74.232622)"
2021,Febrero,Venezuela,862,18,223,,241,"(11.360009,-72.129330)"
2021,Febrero,Venezuela,862,51,68,,119,"(3.541112,-76.384584)"
2021,Febrero,Venezuela,862,1,0,,1,"(3.866713,-67.927521)"
2021,Febrero,Venezuela,862,"2,293","2,212",,"4,505","(4.697144,-74.140516)"
2021,Febrero,Venezuela,862,4,3,,7,"(4.815061,-75.736532)"
2021,Febrero,Venezuela,862,246,267,,513,"(6.171601,-75.427454)"
2021,Febrero,Venezuela,862,8,2,,10,"(6.185799,-67.483929)"
2021,Febrero,Venezuela,862,1,0,,1,"(7.088729,-70.740253)"
2021,Febrero,Venezuela,862,10,5,,15,"(7.128456,-73.183637)"
2021,Febrero,Venezuela,862,73,56,,129,"(7.818934,-72.453226)"
2021,Marzo,Venezuela,862,0,17,,17,"(1.813928,-78.763924)"
2021,Marzo,Venezuela,862,0,8,,8,"(10.408582,-75.538003)"
2021,Marzo,Venezuela,862,85,108,,193,"(10.445761,-75.516429)"
2021,Marzo,Venezuela,862,120,149,,269,"(10.886611,-74.776708)"
2021,Marzo,Venezuela,862,0,4,,4,"(11.247723,-74.213989)"
2021,Marzo,Venezuela,862,11,333,,344,"(11.360009,-72.129330)"
2021,Marzo,Venezuela,862,65,46,,111,"(3.541112,-76.384584)"
2021,Marzo,Venezuela,862,6,6,,12,"(3.866713,-67.927521)"
2021,Marzo,Venezuela,862,"2,470","2,527",,"4,997","(4.697144,-74.140516)"
2021,Marzo,Venezuela,862,10,7,,17,"(4.815061,-75.736532)"
2021,Marzo,Venezuela,862,361,332,,693,"(6.171601,-75.427454)"
2021,Marzo,Venezuela,862,8,6,,14,"(6.185799,-67.483929)"
2021,Marzo,Venezuela,862,0,1,,1,"(6.228046,-77.404104)"
2021,Marzo,Venezuela,862,1,0,,1,"(7.088729,-70.740253)"
2021,Marzo,Venezuela,862,16,5,,21,"(7.128456,-73.183637)"
2021,Marzo,Venezuela,862,101,68,,169,"(7.818934,-72.453226)"
2021,Abril,Venezuela,862,0,4,,4,"(0.814836,-77.662532)"
2021,Abril,Venezuela,862,0,17,,17,"(1.813928,-78.763924)"
2021,Abril,Venezuela,862,1,0,,1,"(10.408582,-75.538003)"
2021,Abril,Venezuela,862,120,115,,235,"(10.445761,-75.516429)"
2021,Abril,Venezuela,862,114,78,,192,"(10.886611,-74.776708)"
2021,Abril,Venezuela,862,0,4,,4,"(11.247723,-74.213989)"
2021,Abril,Venezuela,862,12,347,,359,"(11.360009,-72.129330)"
2021,Abril,Venezuela,862,53,59,,112,"(3.541112,-76.384584)"
2021,Abril,Venezuela,862,9,5,,14,"(3.866713,-67.927521)"
2021,Abril,Venezuela,862,4,2,,6,"(4.452882,-75.766298)"
2021,Abril,Venezuela,862,"1,938","1,844",,"3,782","(4.697144,-74.140516)"
2021,Abril,Venezuela,862,10,49,,59,"(4.815061,-75.736532)"
2021,Abril,Venezuela,862,449,478,,927,"(6.171601,-75.427454)"
2021,Abril,Venezuela,862,9,4,,13,"(6.185799,-67.483929)"
2021,Abril,Venezuela,862,0,6,,6,"(6.228046,-77.404104)"
2021,Abril,Venezuela,862,2,1,,3,"(7.088729,-70.740253)"
2021,Abril,Venezuela,862,7,7,,14,"(7.128456,-73.183637)"
2021,Abril,Venezuela,862,89,61,,150,"(7.818934,-72.453226)"
2021,Mayo,Venezuela,862,3,1,,4,"(-4.197703,-69.941278)"
2021,Mayo,Venezuela,862,0,6,,6,"(0.814836,-77.662532)"
2021,Mayo,Venezuela,862,0,44,,44,"(1.813928,-78.763924)"
2021,Mayo,Venezuela,862,0,2,,2,"(10.408582,-75.538003)"
2021,Mayo,Venezuela,862,85,88,,173,"(10.445761,-75.516429)"
2021,Mayo,Venezuela,862,143,118,,261,"(10.886611,-74.776708)"
2021,Mayo,Venezuela,862,0,1,,1,"(11.117806,-74.232622)"
2021,Mayo,Venezuela,862,1,1,,2,"(11.247723,-74.213989)"
2021,Mayo,Venezuela,862,23,348,,371,"(11.360009,-72.129330)"
2021,Mayo,Venezuela,862,32,35,,67,"(3.541112,-76.384584)"
2021,Mayo,Venezuela,862,4,3,,7,"(3.866713,-67.927521)"
2021,Mayo,Venezuela,862,1,3,,4,"(4.452882,-75.766298)"
2021,Mayo,Venezuela,862,"2,225","2,215",,"4,440","(4.697144,-74.140516)"
2021,Mayo,Venezuela,862,7,4,,11,"(4.815061,-75.736532)"
2021,Mayo,Venezuela,862,441,447,,888,"(6.171601,-75.427454)"
2021,Mayo,Venezuela,862,5,2,,7,"(6.185799,-67.483929)"
2021,Mayo,Venezuela,862,0,1,,1,"(7.088729,-70.740253)"
2021,Mayo,Venezuela,862,5,4,,9,"(7.128456,-73.183637)"
2021,Mayo,Venezuela,862,40,29,,69,"(7.818934,-72.453226)"
2021,Junio,Venezuela,862,9,10,,19,"(-4.197703,-69.941278)"
2021,Junio,Venezuela,862,18,35,,53,"(0.814836,-77.662532)"
2021,Junio,Venezuela,862,0,15,,15,"(1.813928,-78.763924)"
2021,Junio,Venezuela,862,0,7,,7,"(10.408582,-75.538003)"
2021,Junio,Venezuela,862,100,100,,200,"(10.445761,-75.516429)"
2021,Junio,Venezuela,862,198,171,,369,"(10.886611,-74.776708)"
2021,Junio,Venezuela,862,0,1,,1,"(11.247723,-74.213989)"
2021,Junio,Venezuela,862,"1,787","2,063",,"3,850","(11.360009,-72.129330)"
2021,Junio,Venezuela,862,0,1,,1,"(12.586067,-81.702563)"
2021,Junio,Venezuela,862,52,55,,107,"(3.541112,-76.384584)"
2021,Junio,Venezuela,862,14,7,,21,"(3.866713,-67.927521)"
2021,Junio,Venezuela,862,0,1,,1,"(4.452882,-75.766298)"
2021,Junio,Venezuela,862,"2,788","2,813",,"5,601","(4.697144,-74.140516)"
2021,Junio,Venezuela,862,1,5,,6,"(4.815061,-75.736532)"
2021,Junio,Venezuela,862,420,418,,838,"(6.171601,-75.427454)"
2021,Junio,Venezuela,862,24,23,,47,"(6.185799,-67.483929)"
2021,Junio,Venezuela,862,113,98,,211,"(7.088729,-70.740253)"
2021,Junio,Venezuela,862,13,7,,20,"(7.128456,-73.183637)"
2021,Junio,Venezuela,862,"1,712","1,630",,"3,342","(7.818934,-72.453226)"
2021,Junio,Venezuela,862,317,267,,584,"(7.916725,-72.462544)"
2021,Junio,Venezuela,862,181,142,,323,"(8.36068,-72.409396)"
2021,Julio,Venezuela,862,8,9,,17,"(-4.197703,-69.941278)"
2021,Julio,Venezuela,862,10,20,,30,"(0.814836,-77.662532)"
2021,Julio,Venezuela,862,0,4,,4,"(10.408582,-75.538003)"
2021,Julio,Venezuela,862,102,91,,193,"(10.445761,-75.516429)"
2021,Julio,Venezuela,862,187,194,,381,"(10.886611,-74.776708)"
2021,Julio,Venezuela,862,0,2,,2,"(10.971302,-74.765397)"
2021,Julio,Venezuela,862,0,8,,8,"(11.247723,-74.213989)"
2021,Julio,Venezuela,862,"2,101","2,352",,"4,453","(11.360009,-72.129330)"
2021,Julio,Venezuela,862,0,1,,1,"(12.586067,-81.702563)"
2021,Julio,Venezuela,862,71,57,,128,"(3.541112,-76.384584)"
2021,Julio,Venezuela,862,7,9,,16,"(3.866713,-67.927521)"
2021,Julio,Venezuela,862,"3,433","3,278",,"6,711","(4.697144,-74.140516)"
2021,Julio,Venezuela,862,4,7,,11,"(4.815061,-75.736532)"
2021,Julio,Venezuela,862,500,537,,"1,038","(6.171601,-75.427454)"
2021,Julio,Venezuela,862,26,25,,51,"(6.185799,-67.483929)"
2021,Julio,Venezuela,862,0,11,,11,"(6.228046,-77.404104)"
2021,Julio,Venezuela,862,200,183,,383,"(7.088729,-70.740253)"
2021,Julio,Venezuela,862,17,13,,30,"(7.128456,-73.183637)"
2021,Julio,Venezuela,862,"2,900","2,463",,"5,363","(7.818934,-72.453226)"
2021,Julio,Venezuela,862,549,431,,980,"(7.916725,-72.462544)"
2021,Julio,Venezuela,862,0,1,,1,"(7.927209,-72.507910)"
2021,Julio,Venezuela,862,211,195,,406,"(8.36068,-72.409396)"
2021,Agosto,Venezuela,862,8,10,,18,"(-4.197703,-69.941278)"
2021,Agosto,Venezuela,862,0,1,,1,"(0.25129,-76.875963)"
2021,Agosto,Venezuela,862,15,19,,34,"(0.814836,-77.662532)"
2021,Agosto,Venezuela,862,3,28,,31,"(10.408582,-75.538003)"
2021,Agosto,Venezuela,862,154,113,,267,"(10.445761,-75.516429)"
2021,Agosto,Venezuela,862,269,258,,527,"(10.886611,-74.776708)"
2021,Agosto,Venezuela,862,0,3,,3,"(11.117806,-74.232622)"
2021,Agosto,Venezuela,862,0,1,,1,"(11.247723,-74.213989)"
2021,Agosto,Venezuela,862,"2,325","2,495",,"4,820","(11.360009,-72.129330)"
2021,Agosto,Venezuela,862,1,1,,2,"(12.5744111,-81.703935)"
2021,Agosto,Venezuela,862,98,91,,189,"(3.541112,-76.384584)"
2021,Agosto,Venezuela,862,5,4,,9,"(3.866713,-67.927521)"
2021,Agosto,Venezuela,862,"4,549","4,198",,"8,748","(4.697144,-74.140516)"
2021,Agosto,Venezuela,862,5,8,,13,"(4.815061,-75.736532)"
2021,Agosto,Venezuela,862,0,4,,4,"(6.17134,-75.427194)"
2021,Agosto,Venezuela,862,517,581,,"1,098","(6.171601,-75.427454)"
2021,Agosto,Venezuela,862,22,22,,44,"(6.185799,-67.483929)"
2021,Agosto,Venezuela,862,0,4,,4,"(6.228046,-77.404104)"
2021,Agosto,Venezuela,862,257,236,,493,"(7.088729,-70.740253)"
2021,Agosto,Venezuela,862,18,11,,29,"(7.128456,-73.183637)"
2021,Agosto,Venezuela,862,"3,271","2,868",,"6,139","(7.818934,-72.453226)"
2021,Agosto,Venezuela,862,897,700,,"1,597","(7.916725,-72.462544)"
2021,Agosto,Venezuela,862,292,279,,571,"(8.36068,-72.409396)"
2021,Septiembre,Venezuela,862,13,13,,26,"(-4.197703,-69.941278)"
2021,Septiembre,Venezuela,862,21,23,,44,"(0.814836,-77.662532)"
2021,Septiembre,Venezuela,862,0,27,,27,"(1.813928,-78.763924)"
2021,Septiembre,Venezuela,862,0,1,,1,"(10.408582,-75.538003)"
2021,Septiembre,Venezuela,862,141,127,,268,"(10.445761,-75.516429)"
2021,Septiembre,Venezuela,862,338,285,,623,"(10.886611,-74.776708)"
2021,Septiembre,Venezuela,862,"3,329","3,417",,"6,746","(11.360009,-72.129330)"
2021,Septiembre,Venezuela,862,0,4,,4,"(13.3387613,-81.372937)"
2021,Septiembre,Venezuela,862,132,109,,241,"(3.541112,-76.384584)"
2021,Septiembre,Venezuela,862,3,2,,5,"(3.866713,-67.927521)"
2021,Septiembre,Venezuela,862,2,1,,3,"(4.452882,-75.766298)"
2021,Septiembre,Venezuela,862,"4,896","4,633",,"9,530","(4.697144,-74.140516)"
2021,Septiembre,Venezuela,862,9,9,,18,"(4.815061,-75.736532)"
2021,Septiembre,Venezuela,862,722,703,,"1,425","(6.171601,-75.427454)"
2021,Septiembre,Venezuela,862,38,34,,72,"(6.185799,-67.483929)"
2021,Septiembre,Venezuela,862,0,4,,4,"(6.228046,-77.404104)"
2021,Septiembre,Venezuela,862,300,287,,587,"(7.088729,-70.740253)"
2021,Septiembre,Venezuela,862,20,22,,42,"(7.128456,-73.183637)"
2021,Septiembre,Venezuela,862,"3,737","3,283",,"7,020","(7.818934,-72.453226)"
2021,Septiembre,Venezuela,862,"1,043",829,,"1,872","(7.916725,-72.462544)"
2021,Septiembre,Venezuela,862,417,376,,793,"(8.36068,-72.409396)"
2021,Octubre,Venezuela,862,8,10,,18,"(-4.197703,-69.941278)"
2021,Octubre,Venezuela,862,21,27,,48,"(0.814836,-77.662532)"
2021,Octubre,Venezuela,862,0,2,,2,"(10.408582,-75.538003)"
2021,Octubre,Venezuela,862,134,110,,244,"(10.445761,-75.516429)"
2021,Octubre,Venezuela,862,288,279,,567,"(10.886611,-74.776708)"
2021,Octubre,Venezuela,862,0,1,,1,"(11.117806,-74.232622)"
2021,Octubre,Venezuela,862,0,9,,9,"(11.247723,-74.213989)"
2021,Octubre,Venezuela,862,"3,462","3,471",,"6,933","(11.360009,-72.129330)"
2021,Octubre,Venezuela,862,135,152,,287,"(3.541112,-76.384584)"
2021,Octubre,Venezuela,862,7,4,,11,"(3.866713,-67.927521)"
2021,Octubre,Venezuela,862,0,2,,2,"(4.452882,-75.766298)"
2021,Octubre,Venezuela,862,"5,347","5,119",,"10,467","(4.697144,-74.140516)"
2021,Octubre,Venezuela,862,8,16,,24,"(4.815061,-75.736532)"
2021,Octubre,Venezuela,862,697,714,,"1,411","(6.171601,-75.427454)"
2021,Octubre,Venezuela,862,36,29,,65,"(6.185799,-67.483929)"
2021,Octubre,Venezuela,862,0,4,,4,"(6.228046,-77.404104)"
2021,Octubre,Venezuela,862,397,370,,767,"(7.088729,-70.740253)"
2021,Octubre,Venezuela,862,18,18,,36,"(7.128456,-73.183637)"
2021,Octubre,Venezuela,862,"4,559","4,203",,"8,762","(7.818934,-72.453226)"
2021,Octubre,Venezuela,862,"1,382","1,175",,"2,557","(7.916725,-72.462544)"
2021,Octubre,Venezuela,862,0,1,,1,"(7.927209,-72.507910)"
2021,Octubre,Venezuela,862,540,543,,"1,083","(8.36068,-72.409396)"
2021,Noviembre,Venezuela,862,33,22,,55,"(-4.197703,-69.941278)"
2021,Noviembre,Venezuela,862,53,67,,120,"(0.814836,-77.662532)"
2021,Noviembre,Venezuela,862,0,30,,30,"(1.813928,-78.763924)"
2021,Noviembre,Venezuela,862,0,4,,4,"(10.408582,-75.538003)"
2021,Noviembre,Venezuela,862,175,128,,303,"(10.445761,-75.516429)"
2021,Noviembre,Venezuela,862,334,318,,652,"(10.886611,-74.776708)"
2021,Noviembre,Venezuela,862,1,12,,13,"(11.247723,-74.213989)"
2021,Noviembre,Venezuela,862,"4,969","5,138",,"10,107","(11.360009,-72.129330)"
2021,Noviembre,Venezuela,862,324,337,,661,"(3.541112,-76.384584)"
2021,Noviembre,Venezuela,862,3,0,,3,"(3.866713,-67.927521)"
2021,Noviembre,Venezuela,862,2,1,,3,"(4.452882,-75.766298)"
2021,Noviembre,Venezuela,862,"6,662","6,498",,"13,160","(4.697144,-74.140516)"
2021,Noviembre,Venezuela,862,12,16,,28,"(4.815061,-75.736532)"
2021,Noviembre,Venezuela,862,882,916,,"1,798","(6.171601,-75.427454)"
2021,Noviembre,Venezuela,862,40,31,,71,"(6.185799,-67.483929)"
2021,Noviembre,Venezuela,862,510,462,,972,"(7.088729,-70.740253)"
2021,Noviembre,Venezuela,862,31,21,,52,"(7.128456,-73.183637)"
2021,Noviembre,Venezuela,862,"6,797","6,168",,"12,965","(7.818934,-72.453226)"
2021,Noviembre,Venezuela,862,"1,615","1,374",,"2,989","(7.916725,-72.462544)"
2021,Noviembre,Venezuela,862,1,0,,1,"(7.927209,-72.507910)"
2021,Noviembre,Venezuela,862,771,761,,"1,532","(8.36068,-72.409396)"
2021,Diciembre,Venezuela,862,15,27,,42,"(-4.197703,-69.941278)"
2021,Diciembre,Venezuela,862,264,282,,546,"(0.814836,-77.662532)"
2021,Diciembre,Venezuela,862,0,18,,18,"(1.813928,-78.763924)"
2021,Diciembre,Venezuela,862,0,14,,14,"(10.408582,-75.538003)"
2021,Diciembre,Venezuela,862,185,135,,320,"(10.445761,-75.516429)"
2021,Diciembre,Venezuela,862,426,457,,883,"(10.886611,-74.776708)"
2021,Diciembre,Venezuela,862,0,2,,2,"(11.117806,-74.232622)"
2021,Diciembre,Venezuela,862,0,16,,16,"(11.247723,-74.213989)"
2021,Diciembre,Venezuela,862,"5,459","5,625",,"11,084","(11.360009,-72.129330)"
2021,Diciembre,Venezuela,862,0,1,,1,"(12.165168,-71.983761)"
2021,Diciembre,Venezuela,862,261,305,,566,"(3.541112,-76.384584)"
2021,Diciembre,Venezuela,862,2,7,,9,"(3.866713,-67.927521)"
2021,Diciembre,Venezuela,862,11,8,,19,"(4.452882,-75.766298)"
2021,Diciembre,Venezuela,862,"8,940","9,423",,"18,364","(4.697144,-74.140516)"
2021,Diciembre,Venezuela,862,25,25,,50,"(4.815061,-75.736532)"
2021,Diciembre,Venezuela,862,"1,337","1,476",,"2,813","(6.171601,-75.427454)"
2021,Diciembre,Venezuela,862,25,24,,49,"(6.185799,-67.483929)"
2021,Diciembre,Venezuela,862,509,414,,923,"(7.088729,-70.740253)"
2021,Diciembre,Venezuela,862,29,18,,47,"(7.128456,-73.183637)"
2021,Diciembre,Venezuela,862,"8,637","7,700",,"16,337","(7.818934,-72.453226)"
2021,Diciembre,Venezuela,862,"2,410","2,062",,"4,472","(7.916725,-72.462544)"
2021,Diciembre,Venezuela,862,315,300,,615,"(7.927209,-72.507910)"
2021,Diciembre,Venezuela,862,908,885,,"1,793","(8.36068,-72.409396)"
